[2025-05-31 17:26:03] TOP 1 | beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:26:03] TOP 2 | spectra-v2 | STUSD | TVL $132,448.00 | APR 54,046.60% | Score 16,213.98
[2025-05-31 17:26:03] TOP 3 | berapaw | BULLISHV2 | TVL $28,784.00 | APR 28,862.79% | Score 8,658.84
[2025-05-31 17:28:37] 📅 Nouvelle analyse lancée
[2025-05-31 17:28:37] 🔧 Profil utilisé : modéré (APR 0.3, TVL 0.2)
[2025-05-31 17:28:38] beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:40:10] [POOL] yearn-finance | CRVRETH | TVL $38,617.00 | APR 0.58% | Score 0.17
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-POSHI | TVL $38,612.00 | APR 14.02% | Score 4.21
[2025-05-31 17:40:10] [POOL] orca | MNDE-SOL | TVL $38,601.00 | APR 23.20% | Score 6.96
[2025-05-31 17:40:10] [POOL] uniswap-v3 | ICHI-USDC | TVL $38,586.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-PRIME | TVL $38,581.00 | APR 48.31% | Score 14.49
[2025-05-31 17:40:10] [POOL] wombat-exchange | LP-MAI | TVL $38,580.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] orca | SOL-TRUMP | TVL $38,571.00 | APR 5.09% | Score 1.53
[2025-05-31 17:40:10] [POOL] gamma | WETH-LQTY | TVL $38,552.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-BLOBBO | TVL $38,536.00 | APR 49.33% | Score 14.80
[2025-05-31 17:40:10] [POOL] orca | TAKI-USDC | TVL $38,536.00 | APR 0.14% | Score 0.04
[2025-05-31 17:40:10] [POOL] uniswap-v3 | HARAMBE-WETH | TVL $38,516.00 | APR 1.19% | Score 0.36
[2025-05-31 17:40:10] [POOL] beefy | CVXFXS-WFRAX | TVL $38,514.00 | APR 17.07% | Score 5.12
[2025-05-31 17:40:10] [POOL] uniswap-v3 | GOHM-USDC | TVL $38,494.00 | APR 0.53% | Score 0.16
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-TTT | TVL $38,490.00 | APR 110.34% | Score 33.10
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-PET | TVL $38,487.00 | APR 35.41% | Score 10.62
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-ENB | TVL $38,480.00 | APR 21.43% | Score 6.43
[2025-05-31 17:40:10] [POOL] uniswap-v2 | BOOB-WETH | TVL $38,477.00 | APR 93.13% | Score 27.94
[2025-05-31 17:40:10] [POOL] aerodrome-v1 | OX-CBBTC | TVL $38,467.00 | APR 88.03% | Score 26.41
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-LCOIN | TVL $38,431.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] beefy | USD1-WBNB | TVL $38,424.00 | APR 33.61% | Score 10.08
[2025-05-31 17:40:10] [POOL] harvest-finance | USDC | TVL $38,416.00 | APR 6.99% | Score 2.10
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-WAZ | TVL $38,411.00 | APR 0.03% | Score 0.01
[2025-05-31 17:40:10] [POOL] acryptos | WETH-WSTETH-100 | TVL $38,405.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | THALES-USDC.E | TVL $38,401.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] aerodrome-v1 | VIRTUAL-GAME | TVL $38,398.00 | APR 3.43% | Score 1.03
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-SPR | TVL $38,388.00 | APR 0.06% | Score 0.02
[2025-05-31 17:40:10] [POOL] goose-finance | WBNB-BUSD | TVL $38,384.00 | APR 4.52% | Score 1.36
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-FLOW | TVL $38,383.00 | APR 33.85% | Score 10.16
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WEETH-WETH | TVL $38,377.00 | APR 1.52% | Score 0.45
[2025-05-31 17:40:10] [POOL] uniswap-v3 | USDC-PSP | TVL $38,371.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] gamma | WSTETH-WETH | TVL $38,359.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] apeswap-amm | STLOS-USDC | TVL $38,357.00 | APR 5,929.75% | Score 1,778.92
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-TROLL | TVL $38,341.00 | APR 1,933.90% | Score 580.17
[2025-05-31 17:40:10] [POOL] raydium-amm | SOLARBA-WSOL | TVL $38,326.00 | APR 246.63% | Score 73.99
[2025-05-31 17:40:10] [POOL] fx-protocol | ALUSD+FXUSD | TVL $38,326.00 | APR 24.78% | Score 7.43
[2025-05-31 17:40:10] [POOL] curve-dex | ALUSD-FXUSD | TVL $38,325.00 | APR 1.29% | Score 0.39
[2025-05-31 17:40:10] [POOL] basex | WETH-USDC | TVL $38,319.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] sushiswap | LINK-SIL | TVL $38,318.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] kamino-liquidity | RNDR-USDC | TVL $38,281.00 | APR 116.95% | Score 35.09
[2025-05-31 17:40:10] [POOL] aerodrome-slipstream | UDOGE-WETH | TVL $38,275.00 | APR 136.90% | Score 41.07
[2025-05-31 17:40:10] [POOL] balancer-v2 | DAI-USDC-USDT | TVL $38,263.00 | APR 0.52% | Score 0.16
[2025-05-31 17:40:10] [POOL] curve-dex | CRVUSD-FRXETH-CRV | TVL $38,233.00 | APR 5.11% | Score 1.53
[2025-05-31 17:40:10] [POOL] raydium-amm | PEPESORA-WSOL | TVL $38,207.00 | APR 36.69% | Score 11.01
[2025-05-31 17:40:10] [POOL] orca | WHETH-BNB | TVL $38,203.00 | APR 13.11% | Score 3.93
[2025-05-31 17:40:10] [POOL] camelot-v3 | DEFAI-GMB | TVL $38,203.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-SWEET | TVL $38,190.00 | APR 9.74% | Score 2.92
[2025-05-31 17:40:10] [POOL] orange-finance | USDC-ARB | TVL $38,177.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | DGN-WETH | TVL $38,142.00 | APR 47.04% | Score 14.11
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-TRUMP | TVL $38,138.00 | APR 0.30% | Score 0.09
[2025-05-31 17:40:10] [POOL] icpswap | DOLR-ICP | TVL $38,129.00 | APR 0.04% | Score 0.01
[2025-05-31 17:40:10] [POOL] minterest | USDC | TVL $38,068.00 | APR 17.29% | Score 5.19
[2025-05-31 17:40:10] [POOL] kamino-lend | UXD | TVL $38,066.00 | APR 0.61% | Score 0.18
[2025-05-31 17:40:10] [POOL] alien-base-v3 | WETH-PEGG | TVL $38,060.00 | APR 10.56% | Score 3.17
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WHALE-WETH | TVL $38,045.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | BETTY-WSOL | TVL $38,043.00 | APR 292.06% | Score 87.62
[2025-05-31 17:40:10] [POOL] vvs-standard | WCRO-LTC | TVL $38,040.00 | APR 13.29% | Score 3.99
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-USDT | TVL $38,037.00 | APR 2.45% | Score 0.74
[2025-05-31 17:40:10] [POOL] orca | $WIF-USDC | TVL $38,014.00 | APR 9.37% | Score 2.81
[2025-05-31 17:40:10] [POOL] o3-swap | CELL | TVL $38,003.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | YFX-WETH | TVL $38,001.00 | APR 1.46% | Score 0.44
[2025-05-31 17:40:10] [POOL] raydium-amm | SOPH-WSOL | TVL $37,998.00 | APR 843.51% | Score 253.05
[2025-05-31 17:40:10] [POOL] wombat-exchange | LP-SNBNB | TVL $37,978.00 | APR 0.38% | Score 0.12
[2025-05-31 17:40:10] [POOL] astroport | STARS-NTRN | TVL $37,970.00 | APR 0.75% | Score 0.23
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-FREAK | TVL $37,961.00 | APR 139.32% | Score 41.80
[2025-05-31 17:40:10] [POOL] uniswap-v3 | ZY-USDC | TVL $37,949.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] dolomite | USDA | TVL $37,936.00 | APR 8.84% | Score 2.65
[2025-05-31 17:40:10] [POOL] balancer-v2 | HOOT-WETH | TVL $37,920.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-PUGGLES | TVL $37,917.00 | APR 68.91% | Score 20.67
[2025-05-31 17:40:10] [POOL] raydium-amm | PORNHUB-WSOL | TVL $37,917.00 | APR 137.94% | Score 41.38
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-TOSHIBA | TVL $37,910.00 | APR 16.52% | Score 4.96
[2025-05-31 17:40:10] [POOL] beefy | WETH | TVL $37,906.00 | APR 4.79% | Score 1.44
[2025-05-31 17:40:10] [POOL] aerodrome-slipstream | USDC-VIRGEN | TVL $37,875.00 | APR 2,406.05% | Score 721.81
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-HYPERSKIDS | TVL $37,873.00 | APR 479.99% | Score 144.00
[2025-05-31 17:40:10] [POOL] orca | -SOL | TVL $37,872.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] scream | BTC | TVL $37,860.00 | APR 0.01% | Score 0.00
[2025-05-31 17:40:10] [POOL] velodrome-v2 | WETH-OPP | TVL $37,837.00 | APR 42.89% | Score 12.87
[2025-05-31 17:40:10] [POOL] raydium-amm | BSOL-VEUR | TVL $37,831.00 | APR 37.47% | Score 11.24
[2025-05-31 17:40:10] [POOL] swop | WBTC-WUNIT0 | TVL $37,830.00 | APR 3.33% | Score 1.00
[2025-05-31 17:40:10] [POOL] napier | SUSDF | TVL $37,820.00 | APR 13.32% | Score 4.00
[2025-05-31 17:40:10] [POOL] drops | DOP | TVL $37,818.00 | APR 0.02% | Score 0.01
[2025-05-31 17:40:10] [POOL] trisolaris | STNEAR-NEAR | TVL $37,801.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] equalizer-exchange | WS-ECO | TVL $37,790.00 | APR 43.24% | Score 12.97
[2025-05-31 17:40:10] [POOL] osmosis-dex | USDT.KAVA-ETH.AXL | TVL $37,767.00 | APR 0.04% | Score 0.01
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-JOGECO | TVL $37,763.00 | APR 0.02% | Score 0.01
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-BOOGA | TVL $37,754.00 | APR 30.34% | Score 9.10
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-NO | TVL $37,743.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | MEMEDAY-WSOL | TVL $37,722.00 | APR 412.88% | Score 123.86
[2025-05-31 17:40:10] [POOL] stargate-v1 | USDC | TVL $37,722.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] balancer-v2 | SAVAX-STATAAVAWAVAX | TVL $37,709.00 | APR 0.08% | Score 0.02
[2025-05-31 17:40:10] [POOL] lynex-v2 | VAMM-BOL-WETH | TVL $37,659.00 | APR 295.77% | Score 88.73
[2025-05-31 17:40:10] [POOL] compound-v3 | GMX | TVL $37,619.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] bancor-v3 | CROWN | TVL $37,585.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] sushiswap | DPI-WETH | TVL $37,576.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-MOONTROLL | TVL $37,565.00 | APR 51.53% | Score 15.46
[2025-05-31 17:40:10] [POOL] beefy | DOGINME-WETH | TVL $37,564.00 | APR 73.56% | Score 22.07
[2025-05-31 17:40:10] [POOL] beefy | USDC-WETH | TVL $37,563.00 | APR 22.91% | Score 6.87
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-BBRETT | TVL $37,554.00 | APR 1.34% | Score 0.40
[2025-05-31 17:40:10] [POOL] uniswap-v3 | AGEUR-USDC | TVL $37,553.00 | APR 0.51% | Score 0.15
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-CYB | TVL $37,544.00 | APR 27.77% | Score 8.33
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-PUMPIT | TVL $37,541.00 | APR 152.42% | Score 45.73
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-SOONBASE | TVL $37,540.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] joe-v2.1 | EMDX-USDC | TVL $37,527.00 | APR 0.93% | Score 0.28
[2025-05-31 17:40:10] [POOL] beefy | ZRO-WETH | TVL $37,526.00 | APR 27.25% | Score 8.18
[2025-05-31 17:40:10] [POOL] fenix-standard-pools | WETH-SDK | TVL $37,458.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WMATIC-RNDR | TVL $37,427.00 | APR 8.93% | Score 2.68
[2025-05-31 17:40:10] [POOL] napier | SDOLA | TVL $37,411.00 | APR 9.25% | Score 2.78
[2025-05-31 17:40:10] [POOL] uniswap-v3 | PACT-CELO | TVL $37,404.00 | APR 99.80% | Score 29.94
[2025-05-31 17:40:10] [POOL] uniswap-v3 | PEIPEI-WETH | TVL $37,400.00 | APR 31.14% | Score 9.34
[2025-05-31 17:40:10] [POOL] uniswap-v3 | X28-WETH | TVL $37,399.00 | APR 7.67% | Score 2.30
[2025-05-31 17:40:10] [POOL] raydium-amm | SLUB-WSOL | TVL $37,396.00 | APR 269.96% | Score 80.99
[2025-05-31 17:40:10] [POOL] orca | SOL-TRX | TVL $37,388.00 | APR 13.59% | Score 4.08
[2025-05-31 17:40:10] [POOL] minswap | ADA-WLK | TVL $37,387.00 | APR 56.19% | Score 16.86
[2025-05-31 17:40:10] [POOL] morpho-blue | USDE | TVL $37,382.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-YUKI | TVL $37,369.00 | APR 183.25% | Score 54.98
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-LOCKIN | TVL $37,360.00 | APR 0.20% | Score 0.06
[2025-05-31 17:40:10] [POOL] aerodrome-slipstream | WETH-ACOLYT | TVL $37,350.00 | APR 326.26% | Score 97.88
[2025-05-31 17:40:10] [POOL] abracadabra-spell | XSUSHI | TVL $37,333.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-BASEPRINTER | TVL $37,320.00 | APR 4.12% | Score 1.24
[2025-05-31 17:40:10] [POOL] icpswap | ICE-ICP | TVL $37,307.00 | APR 1.31% | Score 0.39
[2025-05-31 17:40:10] [POOL] orca | SOL-PWEASE | TVL $37,291.00 | APR 895.23% | Score 268.57
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WBNB-HTP | TVL $37,289.00 | APR 0.04% | Score 0.01
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-SYP | TVL $37,266.00 | APR 0.99% | Score 0.30
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-MANEKI | TVL $37,264.00 | APR 15.10% | Score 4.53
[2025-05-31 17:40:10] [POOL] camelot-v3 | PLSARB-ARB | TVL $37,248.00 | APR 0.01% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-TYCOCO | TVL $37,238.00 | APR 248.98% | Score 74.69
[2025-05-31 17:40:10] [POOL] osmosis-dex | ETH-OP | TVL $37,230.00 | APR 0.03% | Score 0.01
[2025-05-31 17:40:10] [POOL] sushiswap | WETH-$SHARBI | TVL $37,218.00 | APR 0.03% | Score 0.01
[2025-05-31 17:40:10] [POOL] loopring | LDO-ETH | TVL $37,213.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] steer-protocol | WMATIC-WETH | TVL $37,188.00 | APR 38.23% | Score 11.47
[2025-05-31 17:40:10] [POOL] yearn-finance | CRV2POOL | TVL $37,172.00 | APR 8.09% | Score 2.43
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-MNW | TVL $37,170.00 | APR 2.11% | Score 0.63
[2025-05-31 17:40:10] [POOL] raydium-amm | GYMRATS-WSOL | TVL $37,164.00 | APR 237.10% | Score 71.13
[2025-05-31 17:40:10] [POOL] uniswap-v3 | SILV2-WETH | TVL $37,163.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-KERMIT | TVL $37,145.00 | APR 31.01% | Score 9.30
[2025-05-31 17:40:10] [POOL] raydium-amm | GHIBLI-WSOL | TVL $37,133.00 | APR 546.94% | Score 164.08
[2025-05-31 17:40:10] [POOL] raydium-amm | MASK-WSOL | TVL $37,123.00 | APR 409.29% | Score 122.79
[2025-05-31 17:40:10] [POOL] thena-fusion | WBNB-RWA | TVL $37,121.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-VANCE | TVL $37,118.00 | APR 34.99% | Score 10.50
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-DILIGENT | TVL $37,086.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | YZY-WSOL | TVL $37,066.00 | APR 147.04% | Score 44.11
[2025-05-31 17:40:10] [POOL] minswap | ADA-BBSNEK | TVL $37,066.00 | APR 4.38% | Score 1.31
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-AAVE | TVL $37,051.00 | APR 36.14% | Score 10.84
[2025-05-31 17:40:10] [POOL] uniswap-v3 | TANK-WETH | TVL $37,024.00 | APR 11.17% | Score 3.35
[2025-05-31 17:40:10] [POOL] raydium-amm | PORNHUB-WSOL | TVL $37,014.00 | APR 141.44% | Score 42.43
[2025-05-31 17:40:10] [POOL] uniswap-v3 | JESSTARDIO-WETH | TVL $37,000.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-$BAGEL | TVL $36,991.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | LONG-WETH | TVL $36,965.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WMATIC-XSPACE | TVL $36,920.00 | APR 0.84% | Score 0.25
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-PLATZY | TVL $36,912.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] curve-dex | XUSD-FRAXBP-F | TVL $36,898.00 | APR 2.74% | Score 0.82
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WMATIC-SAND | TVL $36,894.00 | APR 67.47% | Score 20.24
[2025-05-31 17:40:10] [POOL] web3.world | W3W-USDC | TVL $36,889.00 | APR 55.85% | Score 16.76
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-BITSHIT | TVL $36,834.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-SPOT | TVL $36,834.00 | APR 30.87% | Score 9.26
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-PORK | TVL $36,833.00 | APR 30.94% | Score 9.28
[2025-05-31 17:40:10] [POOL] uniswap-v3 | FRAX-USDC | TVL $36,827.00 | APR 17.87% | Score 5.36
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-DOOM | TVL $36,823.00 | APR 29.00% | Score 8.70
[2025-05-31 17:40:10] [POOL] astroport | NTRN-SHD | TVL $36,823.00 | APR 1.51% | Score 0.45
[2025-05-31 17:40:10] [POOL] beefy | USDC-USDT | TVL $36,767.00 | APR 1.03% | Score 0.31
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-TLT | TVL $36,749.00 | APR 0.04% | Score 0.01
[2025-05-31 17:40:10] [POOL] uniswap-v3 | BOOP-WETH | TVL $36,744.00 | APR 4.55% | Score 1.37
[2025-05-31 17:40:10] [POOL] uniswap-v3 | GALAXIS-USDC | TVL $36,744.00 | APR 18.41% | Score 5.52
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-PEBBLE | TVL $36,738.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] sushiswap | FISH-WETH | TVL $36,737.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | TELEGRAM-WSOL | TVL $36,725.00 | APR 185.11% | Score 55.53
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-KORI | TVL $36,707.00 | APR 37.20% | Score 11.16
[2025-05-31 17:40:10] [POOL] uniswap-v3 | ICHI-WBTC | TVL $36,694.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-PEEZY | TVL $36,693.00 | APR 6.05% | Score 1.82
[2025-05-31 17:40:10] [POOL] uniswap-v2 | BCHB-WETH | TVL $36,690.00 | APR 0.24% | Score 0.07
[2025-05-31 17:40:10] [POOL] uniswap-v3 | LUCKY-WETH | TVL $36,684.00 | APR 0.36% | Score 0.11
[2025-05-31 17:40:10] [POOL] beefy | HAI-KITE | TVL $36,678.00 | APR 55.44% | Score 16.63
[2025-05-31 17:40:10] [POOL] pancakeswap-amm | BTCST-WBNB | TVL $36,677.00 | APR 2.58% | Score 0.78
[2025-05-31 17:40:10] [POOL] pancakeswap-amm-v3 | ZRO-WETH | TVL $36,665.00 | APR 0.80% | Score 0.24
[2025-05-31 17:40:10] [POOL] uniswap-v2 | KALEN-WETH | TVL $36,660.00 | APR 22.83% | Score 6.85
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-FROX | TVL $36,655.00 | APR 5.80% | Score 1.74
[2025-05-31 17:40:10] [POOL] aerodrome-v1 | AERO-TOSHI | TVL $36,655.00 | APR 13.92% | Score 4.18
[2025-05-31 17:40:10] [POOL] aerodrome-v1 | WETH-QI | TVL $36,654.00 | APR 11.42% | Score 3.43
[2025-05-31 17:40:10] [POOL] concentrator | ETH-CTR | TVL $36,653.00 | APR 40.05% | Score 12.02
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-PSX | TVL $36,639.00 | APR 2.60% | Score 0.78
[2025-05-31 17:40:10] [POOL] uniswap-v2 | YFI-USD | TVL $36,622.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] web3.world | WBTC-WVENOM | TVL $36,618.00 | APR 43.66% | Score 13.10
[2025-05-31 17:40:10] [POOL] aerodrome-v1 | CRVUSD-USDC | TVL $36,610.00 | APR 0.56% | Score 0.17
[2025-05-31 17:40:10] [POOL] nimbora-yield | USDC | TVL $36,607.00 | APR 5.88% | Score 1.77
[2025-05-31 17:40:10] [POOL] raydium-amm | YAPPER-WSOL | TVL $36,591.00 | APR 381.17% | Score 114.35
[2025-05-31 17:40:10] [POOL] velodrome-v2 | USDC-MAI | TVL $36,578.00 | APR 2.35% | Score 0.70
[2025-05-31 17:40:10] [POOL] raydium-amm | GCAT-WSOL | TVL $36,574.00 | APR 35.24% | Score 10.57
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-BALL | TVL $36,568.00 | APR 52.46% | Score 15.74
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-$PAAL | TVL $36,561.00 | APR 4.44% | Score 1.33
[2025-05-31 17:40:10] [POOL] osmosis-dex | BLD-OSMO | TVL $36,560.00 | APR 1.30% | Score 0.39
[2025-05-31 17:40:10] [POOL] uniswap-v2 | XDOGE-WETH | TVL $36,552.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-STAR | TVL $36,549.00 | APR 1.24% | Score 0.37
[2025-05-31 17:40:10] [POOL] orca | SOL-UPT | TVL $36,505.00 | APR 6.18% | Score 1.86
[2025-05-31 17:40:10] [POOL] lodestar-v1 | ARB | TVL $36,499.00 | APR 0.29% | Score 0.09
[2025-05-31 17:40:10] [POOL] camelot-v3 | GMI-USDC | TVL $36,486.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] acryptos | DAI-USDT-100 | TVL $36,436.00 | APR 1.51% | Score 0.45
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WMATIC-SPONGE | TVL $36,431.00 | APR 7.09% | Score 2.13
[2025-05-31 17:40:10] [POOL] stakedao | ETH-OETH | TVL $36,425.00 | APR 8.26% | Score 2.48
[2025-05-31 17:40:10] [POOL] uniswap-v3 | SYPHER-WETH | TVL $36,415.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] alpaca-leveraged-yield-farming | BNB-USDT | TVL $36,415.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] kamino-liquidity | SOL-ORCA | TVL $36,405.00 | APR 56.15% | Score 16.85
[2025-05-31 17:40:10] [POOL] harvest-finance | USDCE | TVL $36,403.00 | APR 2.74% | Score 0.82
[2025-05-31 17:40:10] [POOL] silo-v2 | WBTC | TVL $36,372.00 | APR 0.78% | Score 0.23
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-CO-DE | TVL $36,366.00 | APR 94.83% | Score 28.45
[2025-05-31 17:40:10] [POOL] minswap | ADA-FIGHT | TVL $36,349.00 | APR 14.61% | Score 4.38
[2025-05-31 17:40:10] [POOL] radiant-v1 | DAI | TVL $36,345.00 | APR 2.57% | Score 0.77
[2025-05-31 17:40:10] [POOL] fluid-lending | WSTETH | TVL $36,337.00 | APR 0.34% | Score 0.10
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-BABYPOES | TVL $36,332.00 | APR 36.71% | Score 11.01
[2025-05-31 17:40:10] [POOL] liquidswap | ZUSDC-ZUSDT | TVL $36,328.00 | APR 499.03% | Score 149.71
[2025-05-31 17:40:10] [POOL] equalizer-exchange | WS-USDC.E | TVL $36,324.00 | APR 6.31% | Score 1.89
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-DEGENZ | TVL $36,318.00 | APR 78.80% | Score 23.64
[2025-05-31 17:40:10] [POOL] merkl | SATUSD-USDT | TVL $36,318.00 | APR 44.64% | Score 13.39
[2025-05-31 17:40:10] [POOL] aurigami | USDC.E | TVL $36,313.00 | APR 3.24% | Score 0.97
[2025-05-31 17:40:10] [POOL] osmosis-dex | ION-OSMO | TVL $36,312.00 | APR 3.40% | Score 1.02
[2025-05-31 17:40:10] [POOL] layerbank | WSTETH | TVL $36,294.00 | APR 0.02% | Score 0.01
[2025-05-31 17:40:10] [POOL] uniswap-v3 | AGRS-USDT | TVL $36,256.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-MELANIA | TVL $36,247.00 | APR 1,119.73% | Score 335.92
[2025-05-31 17:40:10] [POOL] uniswap-v2 | SOLX-WETH | TVL $36,241.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | CEUR-CREAL | TVL $36,234.00 | APR 1.95% | Score 0.59
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-PP | TVL $36,233.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] orca | SOLCAT-USDC | TVL $36,233.00 | APR 0.04% | Score 0.01
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-DANIEL | TVL $36,228.00 | APR 2.33% | Score 0.70
